month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,38,609056.89,146173.65,True,0.1311
2025-08,38,593951.77,142548.42,True,0.1167
2025-09,44,706687.41,84802.49,False,0.125
2025-10,44,724256.34,173821.52,True,0.1223
2025-11,39,604921.61,145181.19,True,0.1136
2025-12,46,750667.27,90080.07,False,0.1188
2026-01,43,694986.28,166796.71,True,0.1262
2026-02,43,723071.76,173537.22,True,0.1371
2026-03,45,780727.98,187374.72,True,0.123
2026-04,46,772947.71,185507.45,True,0.1235
2026-05,40,684283.84,82114.06,False,0.1361
2026-06,39,655292.5,157270.2,True,0.1325
