tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-28,8,1071002.35,1071002.35,124656.98,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-30,10,944495.82,944495.82,94688.72,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-02,13,1067143.04,1067143.04,90488.03,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,1028461.99,1028461.99,152413.52,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-30,10,1039945.42,1081149.5,139363.65,True
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-26,6,988769.57,988769.57,85777.43,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-02,10,1023507.55,1023507.55,112286.45,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-06,17,914041.64,914041.64,110439.99,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-01,11,985587.22,985587.22,139326.53,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-28,8,911905.07,911905.07,95370.12,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-03,13,952554.71,952554.71,92620.68,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-03,14,847557.06,847557.06,126493.77,False
