month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,19,302353.78,72564.91,True,0.1273
2025-08,19,301208.46,36145.02,False,0.158
2025-09,18,296296.27,71111.1,True,0.1611
2025-10,19,304514.74,73083.54,True,0.1991
2025-11,20,314540.53,75489.73,True,0.199
2025-12,18,296067.58,71056.22,True,0.2213
2026-01,19,317862.01,76286.88,True,0.2218
2026-02,18,295047.89,35405.75,False,0.2543
2026-03,18,299074.93,71777.98,True,0.2644
2026-04,18,308500.82,74040.2,True,0.2784
2026-05,17,279162.74,66999.06,True,0.2778
2026-06,16,259061.4,62174.74,True,0.2956
