tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-28,8,1385278.42,1385278.42,166267.21,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1339151.41,1339151.41,117995.0,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1332514.96,1332514.96,202275.22,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1375240.39,1375240.39,167710.54,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-05,16,1420933.03,1420933.03,187140.31,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,1304451.53,1304451.53,149975.54,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,1187490.72,1187490.72,147256.3,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-23,3,1209448.87,1209448.87,139460.97,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,1078191.16,973278.29,139213.19,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-30,10,1096806.36,1096806.36,166560.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-27,7,1124040.95,1124040.95,107253.1,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-06,17,1038088.57,1038088.57,148944.45,False
