month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,36,587210.35,140930.48,True,0.1543
2025-08,28,448245.49,53789.46,False,0.1539
2025-09,34,557952.47,133908.59,True,0.135
2025-10,31,508836.66,122120.8,True,0.1467
2025-11,33,538231.26,129175.5,True,0.1423
2025-12,35,576191.55,138285.97,True,0.1393
2026-01,37,609339.31,146241.43,True,0.133
2026-02,33,539593.03,129502.33,True,0.1261
2026-03,35,588337.37,70600.48,False,0.1514
2026-04,26,427557.0,102613.68,True,0.1316
2026-05,28,467114.46,112107.47,True,0.1286
2026-06,30,509285.38,122228.49,True,0.1403
