tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1168647.05,1168647.05,88165.55,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1044737.05,1044737.05,154444.3,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-12,23,878312.09,878312.09,103690.85,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-28,8,610309.34,610309.34,66587.11,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-31,11,919673.81,919673.81,110068.8,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-05,16,761501.02,761501.02,96883.35,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-06,14,681877.77,681877.77,95471.98,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,844247.22,844247.22,98980.76,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-02,12,870223.46,870223.46,137445.73,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-23,3,1027104.16,1027104.16,144069.01,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,865644.96,865644.96,90864.63,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,859243.61,859243.61,84437.74,False
