tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,993292.29,993292.29,149056.27,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,966772.83,966772.83,135638.89,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-03,14,899912.93,837236.1,82897.41,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1028253.73,1028253.73,133461.28,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-25,5,1101865.93,1101865.93,132172.49,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-25,5,1000437.17,1000437.17,144023.08,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-03,11,1029158.73,932374.05,160392.0,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1014293.52,1014293.52,139597.63,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,884206.46,782979.27,104944.24,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-29,9,867603.35,867603.35,144790.24,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,944367.0,944367.0,133512.23,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-26,6,919099.6,919099.6,110472.71,False
