date,closing_balance,bounce_count,emi_debit,overdraft_used
2025-07-01,312319.88,0,0.0,False
2025-07-02,320143.33,0,0.0,False
2025-07-03,295719.59,0,0.0,False
2025-07-04,272920.24,0,0.0,False
2025-07-05,247306.49,1,35000.0,False
2025-07-06,228849.34,0,0.0,False
2025-07-07,252934.95,0,0.0,False
2025-07-08,275943.59,0,0.0,False
2025-07-09,290988.67,0,0.0,False
2025-07-10,313626.29,0,0.0,False
2025-07-11,303200.36,1,0.0,False
2025-07-12,311536.92,1,0.0,False
2025-07-13,307929.54,0,0.0,False
2025-07-14,276700.74,0,0.0,False
2025-07-15,283776.71,0,0.0,False
2025-07-16,306149.44,0,0.0,False
2025-07-17,298090.83,0,0.0,False
2025-07-18,302099.87,1,0.0,False
2025-07-19,274601.38,0,0.0,False
2025-07-20,279847.6,0,0.0,False
2025-07-21,278698.82,0,0.0,False
2025-07-22,307380.77,0,0.0,False
2025-07-23,311583.08,0,0.0,False
2025-07-24,288511.85,0,0.0,False
2025-07-25,270609.78,0,0.0,False
2025-07-26,261064.51,0,0.0,False
2025-07-27,273786.99,0,0.0,False
2025-07-28,285928.05,0,0.0,False
2025-07-29,295781.43,0,0.0,False
2025-07-30,302510.83,0,0.0,False
2025-07-31,334439.98,0,0.0,False
2025-08-01,375831.95,0,0.0,False
2025-08-02,389553.66,0,0.0,False
2025-08-03,384547.51,0,0.0,False
2025-08-04,389479.06,0,0.0,False
2025-08-05,356944.28,0,35000.0,False
2025-08-06,359592.26,0,0.0,False
2025-08-07,360647.33,0,0.0,False
2025-08-08,330444.99,0,0.0,False
2025-08-09,349600.01,1,0.0,False
2025-08-10,353191.57,0,0.0,False
2025-08-11,381780.71,0,0.0,False
2025-08-12,360145.15,0,0.0,False
2025-08-13,337258.78,1,0.0,False
2025-08-14,339258.59,0,0.0,False
2025-08-15,338332.97,0,0.0,False
2025-08-16,335722.32,0,0.0,False
2025-08-17,320860.22,0,0.0,False
2025-08-18,345948.54,0,0.0,False
