month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,14,225603.21,54144.77,True,0.1364
2025-08,12,193524.96,23223.0,False,0.125
2025-09,22,355140.94,85233.83,True,0.142
2025-10,17,283229.74,67975.14,True,0.1404
2025-11,14,237352.75,56964.66,True,0.1278
2025-12,16,265287.83,63669.08,True,0.1312
2026-01,15,244288.45,58629.23,True,0.1428
2026-02,20,335241.29,80457.91,True,0.1406
2026-03,18,299756.75,71941.62,True,0.1437
2026-04,14,238637.04,57272.89,True,0.1196
2026-05,14,230772.58,55385.42,True,0.1337
2026-06,18,301645.18,72394.84,True,0.1437
