tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1500723.58,1500723.58,239703.33,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-03,13,1132718.06,1132718.06,129577.41,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,1355385.43,1355385.43,173326.02,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-30,10,570073.16,570073.16,73068.95,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-02,13,1045241.81,1045241.81,130276.92,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-29,9,966021.24,966021.24,113922.06,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1162426.77,1162426.77,104577.59,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1172119.43,1172119.43,127086.48,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-02,12,1564181.43,1564181.43,136045.08,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1319034.89,1319034.89,181922.15,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1371843.03,1371843.03,149471.61,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,714904.81,714904.81,88387.63,False
