date,closing_balance,bounce_count,emi_debit,overdraft_used
2025-07-01,293945.99,0,0.0,False
2025-07-02,315221.71,0,0.0,False
2025-07-03,360590.8,0,0.0,False
2025-07-04,331009.39,1,0.0,False
2025-07-05,350272.02,1,35000.0,False
2025-07-06,355042.03,0,0.0,False
2025-07-07,374771.68,0,0.0,False
2025-07-08,386049.87,0,0.0,False
2025-07-09,423897.48,0,0.0,False
2025-07-10,397624.63,0,0.0,False
2025-07-11,454195.74,0,0.0,False
2025-07-12,497672.71,1,0.0,False
2025-07-13,489838.86,0,0.0,False
2025-07-14,505442.99,0,0.0,False
2025-07-15,512293.07,0,0.0,False
2025-07-16,463954.95,0,0.0,False
2025-07-17,457615.25,0,0.0,False
2025-07-18,458153.63,1,0.0,False
2025-07-19,439916.34,0,0.0,False
2025-07-20,446064.96,0,0.0,False
2025-07-21,465233.37,0,0.0,False
2025-07-22,481011.52,0,0.0,False
2025-07-23,469755.54,0,0.0,False
2025-07-24,447488.67,0,0.0,False
2025-07-25,419862.82,0,0.0,False
2025-07-26,432836.27,0,0.0,False
2025-07-27,436393.56,0,0.0,False
2025-07-28,454147.54,0,0.0,False
2025-07-29,448870.95,0,0.0,False
2025-07-30,484931.04,0,0.0,False
2025-07-31,509269.84,0,0.0,False
2025-08-01,494755.1,0,0.0,False
2025-08-02,486467.39,0,0.0,False
2025-08-03,507220.05,1,0.0,False
2025-08-04,519939.45,0,0.0,False
2025-08-05,514141.05,0,35000.0,False
2025-08-06,540314.43,0,0.0,False
2025-08-07,573120.43,0,0.0,False
2025-08-08,558914.73,0,0.0,False
2025-08-09,569285.95,0,0.0,False
2025-08-10,565702.7,1,0.0,False
2025-08-11,528830.07,0,0.0,False
2025-08-12,520751.84,0,0.0,False
2025-08-13,543657.94,0,0.0,False
2025-08-14,542718.01,0,0.0,False
2025-08-15,536982.59,0,0.0,False
2025-08-16,511080.83,0,0.0,False
2025-08-17,516545.93,0,0.0,False
2025-08-18,502979.46,0,0.0,False
2025-08-19,513872.82,0,0.0,False
2025-08-20,547486.2,0,0.0,False
2025-08-21,545159.99,0,0.0,False
2025-08-22,562473.26,0,0.0,False
2025-08-23,596830.95,0,0.0,False
2025-08-24,588651.69,1,0.0,False
2025-08-25,571846.78,0,0.0,False
2025-08-26,623117.15,0,0.0,False
2025-08-27,653309.19,0,0.0,False
2025-08-28,633032.29,0,0.0,False
2025-08-29,681113.06,0,0.0,False
2025-08-30,641810.32,0,0.0,False
2025-08-31,643143.63,0,0.0,False
2025-09-01,636495.71,0,0.0,False
2025-09-02,662066.75,0,0.0,False
2025-09-03,661846.19,0,0.0,False
2025-09-04,679588.94,0,0.0,False
2025-09-05,630627.08,0,35000.0,False
2025-09-06,605413.16,0,0.0,False
2025-09-07,624109.33,1,0.0,False
2025-09-08,667146.14,0,0.0,False
2025-09-09,689103.62,0,0.0,False
2025-09-10,688058.6,0,0.0,False
2025-09-11,706634.26,0,0.0,False
2025-09-12,744544.9,0,0.0,False
2025-09-13,718228.65,0,0.0,False
2025-09-14,733342.72,0,0.0,False
2025-09-15,763621.25,0,0.0,False
2025-09-16,745548.6,0,0.0,False
2025-09-17,778362.58,0,0.0,False
2025-09-18,792444.25,0,0.0,False
2025-09-19,750481.28,0,0.0,False
2025-09-20,763467.94,0,0.0,False
2025-09-21,763116.78,0,0.0,False
2025-09-22,765463.7,0,0.0,False
2025-09-23,777220.43,0,0.0,False
2025-09-24,797632.58,0,0.0,False
2025-09-25,772972.22,0,0.0,False
2025-09-26,781071.03,0,0.0,False
2025-09-27,757307.97,0,0.0,False
2025-09-28,752322.99,0,0.0,False
2025-09-29,740452.62,1,0.0,False
2025-09-30,767370.81,0,0.0,False
2025-10-01,775309.9,0,0.0,False
2025-10-02,792392.55,0,0.0,False
2025-10-03,811567.51,0,0.0,False
2025-10-04,804363.24,0,0.0,False
2025-10-05,768891.32,0,35000.0,False
2025-10-06,730267.88,0,0.0,False
2025-10-07,750448.08,0,0.0,False
2025-10-08,764410.23,0,0.0,False
2025-10-09,757798.71,0,0.0,False
2025-10-10,789881.27,0,0.0,False
2025-10-11,783699.04,0,0.0,False
2025-10-12,776067.34,0,0.0,False
2025-10-13,738116.25,0,0.0,False
2025-10-14,694667.59,0,0.0,False
2025-10-15,703638.17,1,0.0,False
2025-10-16,697712.22,0,0.0,False
2025-10-17,681739.67,0,0.0,False
2025-10-18,711655.54,1,0.0,False
2025-10-19,717112.17,0,0.0,False
2025-10-20,743524.0,0,0.0,False
2025-10-21,818649.28,0,0.0,False
2025-10-22,868196.63,0,0.0,False
2025-10-23,861753.54,0,0.0,False
2025-10-24,886490.65,0,0.0,False
2025-10-25,903928.68,0,0.0,False
