tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1378156.83,1378156.83,150526.55,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1499275.27,1499275.27,217592.86,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1507915.37,1507915.37,133899.89,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1654632.69,1654632.69,182638.58,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1749819.36,1749819.36,272296.5,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1647053.72,1647053.72,184155.44,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1401083.67,1401083.67,186578.61,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1517167.26,1517167.26,225067.44,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1658546.74,1658546.74,175272.58,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1540466.69,1540466.69,194914.08,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1519727.47,1519727.47,188177.34,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1372070.08,1372070.08,182009.89,False
