month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,15,233107.57,55945.82,True,0.054
2025-08,15,243135.73,58352.58,True,0.0486
2025-09,16,259236.14,62216.67,True,0.0519
2025-10,19,297815.48,71475.72,True,0.0573
2025-11,19,314220.13,75412.83,True,0.0371
2025-12,18,299063.52,71775.24,True,0.0474
2026-01,18,294892.15,70774.12,True,0.0485
2026-02,16,261465.08,62751.62,True,0.0569
2026-03,18,302424.71,72581.93,True,0.0414
2026-04,17,275637.64,66153.03,True,0.0448
2026-05,16,268180.19,64363.25,True,0.0381
2026-06,16,274452.36,65868.57,True,0.0449
