month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,17,272262.54,65343.01,True,0.1058
2025-08,17,279775.74,67146.18,True,0.1165
2025-09,16,252273.67,60545.68,True,0.1283
2025-10,16,259779.78,62347.15,True,0.1548
2025-11,18,298318.45,71596.43,True,0.16
2025-12,16,255362.23,61286.94,True,0.176
2026-01,16,265574.28,31868.91,False,0.1858
2026-02,15,248156.57,29778.79,False,0.2103
2026-03,15,241644.85,57994.76,True,0.2319
2026-04,14,233952.02,56148.48,True,0.2362
2026-05,13,213805.41,51313.3,True,0.2552
2026-06,14,234045.44,56170.91,True,0.2794
