date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,118761.02,67339.68,17,3,0.0264
2025-07-02,171479.04,106318.95,14,10,0.0263
2025-07-03,125674.99,62654.31,11,5,0.0225
2025-07-04,139569.22,79079.06,12,18,0.0193
2025-07-05,95479.99,48500.83,12,4,0.0279
2025-07-06,100003.57,53100.74,8,11,0.0245
2025-07-07,153493.64,78447.75,11,7,0.0272
2025-07-08,135931.54,78472.65,12,6,0.028
2025-07-09,130414.24,74758.8,13,4,0.0272
2025-07-10,132588.98,79236.16,10,7,0.0221
2025-07-11,117523.58,65240.38,8,8,0.0286
2025-07-12,103262.54,57944.16,11,15,0.0281
2025-07-13,89646.91,51388.12,10,9,0.0261
2025-07-14,127436.16,66965.54,10,13,0.0231
2025-07-15,95030.19,51876.26,10,9,0.0203
2025-07-16,124089.56,62413.09,10,9,0.0222
2025-07-17,125676.71,74643.14,14,17,0.0203
2025-07-18,124202.13,65109.74,7,11,0.0251
2025-07-19,72082.64,34898.32,13,6,0.0267
2025-07-20,85368.77,50398.57,11,7,0.0242
2025-07-21,139084.79,73480.93,11,7,0.0267
2025-07-22,119880.75,64269.9,12,7,0.0251
2025-07-23,106029.04,54576.15,12,3,0.0264
2025-07-24,124620.32,71500.17,7,6,0.0234
2025-07-25,123239.83,66750.11,9,9,0.0284
2025-07-26,73910.96,42949.66,8,9,0.0215
2025-07-27,78251.54,41164.52,9,6,0.0281
2025-07-28,156441.6,82206.54,10,11,0.0231
2025-07-29,119237.62,68022.92,8,12,0.0275
2025-07-30,115411.12,67153.41,6,5,0.0225
2025-07-31,0.0,0.0,0,0,0.0
2025-08-01,154502.16,86943.95,22,14,0.0222
2025-08-02,111432.84,62949.38,11,6,0.0329
2025-08-03,86429.0,49228.59,12,9,0.0205
2025-08-04,0.0,0.0,0,0,0.0
2025-08-05,130460.95,69850.98,14,7,0.0201
2025-08-06,109097.54,61255.44,9,6,0.0236
2025-08-07,124732.16,67656.79,11,15,0.0228
2025-08-08,117825.1,71836.59,8,4,0.0298
2025-08-09,0.0,0.0,0,0,0.0
2025-08-10,79019.36,45709.66,14,4,0.023
2025-08-11,105920.08,55576.59,13,6,0.0252
2025-08-12,107116.38,67824.43,8,6,0.0247
2025-08-13,124397.59,63436.73,14,9,0.0234
2025-08-14,123597.15,79921.19,14,7,0.0244
2025-08-15,125662.14,58118.08,9,7,0.0254
2025-08-16,73134.78,42756.52,10,5,0.0264
2025-08-17,81464.45,41246.15,7,3,0.0259
2025-08-18,137669.24,82025.98,9,11,0.024
2025-08-19,128498.91,65559.46,18,4,0.0261
2025-08-20,130861.92,75756.95,11,9,0.0243
2025-08-21,120812.8,66121.06,13,11,0.0228
2025-08-22,156237.32,79040.28,11,6,0.0243
2025-08-23,79913.26,44181.12,15,8,0.0281
2025-08-24,70520.0,38837.09,8,5,0.0274
2025-08-25,128888.43,65882.09,14,12,0.0236
2025-08-26,136096.38,68417.52,9,5,0.0306
2025-08-27,139590.77,83543.3,10,7,0.0229
2025-08-28,138672.62,71042.24,11,5,0.0222
2025-08-29,161561.04,91670.7,16,13,0.0226
2025-08-30,88632.84,53829.32,7,6,0.0249
2025-08-31,86674.65,46906.19,11,4,0.0211
2025-09-01,153881.54,79346.9,12,10,0.0262
2025-09-02,115004.88,71755.09,7,8,0.0221
2025-09-03,135943.61,80189.45,14,7,0.0258
2025-09-04,126539.97,66550.91,17,4,0.0247
2025-09-05,139133.51,76184.07,11,9,0.0283
2025-09-06,84471.28,47592.03,10,6,0.0232
2025-09-07,101027.87,57010.59,21,16,0.0234
2025-09-08,115880.58,58958.26,18,6,0.024
2025-09-09,100840.82,58580.29,11,6,0.0276
2025-09-10,147114.57,88178.03,12,8,0.0247
2025-09-11,130212.14,59871.02,11,14,0.0243
2025-09-12,138850.26,76483.72,14,6,0.0244
2025-09-13,87384.69,51797.28,12,4,0.02
2025-09-14,67466.76,35056.68,4,3,0.0252
2025-09-15,131546.74,62200.74,10,8,0.0264
2025-09-16,95571.5,54800.11,9,7,0.0248
2025-09-17,125676.66,65462.46,9,9,0.0246
2025-09-18,139237.51,74762.38,12,9,0.0233
2025-09-19,119797.52,68348.51,9,6,0.0222
2025-09-20,90309.16,52909.08,12,6,0.0222
2025-09-21,73229.41,39831.12,14,2,0.0264
2025-09-22,138739.04,66234.11,13,8,0.0249
2025-09-23,103406.66,53091.29,14,6,0.0219
2025-09-24,104563.56,54566.27,16,8,0.0211
2025-09-25,131975.43,66514.6,22,5,0.0243
2025-09-26,139375.02,69899.76,17,7,0.0213
2025-09-27,88269.8,50038.27,8,1,0.0258
2025-09-28,75814.76,45599.02,9,3,0.0275
2025-09-29,109315.14,63885.45,11,11,0.0186
2025-09-30,110494.53,61461.33,15,4,0.0225
2025-10-01,141501.68,85061.46,18,14,0.0237
2025-10-02,152599.56,76512.12,13,20,0.0263
2025-10-03,145434.91,74092.64,14,17,0.0268
2025-10-04,80359.63,42458.97,13,4,0.0207
2025-10-05,101406.77,51613.68,12,7,0.0225
2025-10-06,128292.12,76788.03,12,4,0.0215
2025-10-07,133367.68,86881.7,14,8,0.0194
2025-10-08,98778.08,56372.98,10,5,0.0245
2025-10-09,159377.21,86096.64,6,13,0.0148
2025-10-10,142742.96,77042.8,15,11,0.0264
2025-10-11,92233.1,54285.24,5,6,0.0253
2025-10-12,83060.77,43701.1,6,3,0.027
2025-10-13,136144.83,77283.47,24,8,0.0182
2025-10-14,134111.88,70275.88,6,9,0.024
2025-10-15,130969.04,69541.32,12,9,0.0197
2025-10-16,116817.09,68520.43,8,4,0.0207
2025-10-17,131169.45,82577.63,5,5,0.019
2025-10-18,94778.8,46811.86,17,8,0.0227
2025-10-19,70301.3,37338.29,12,4,0.0273
2025-10-20,138026.63,83521.61,11,10,0.0267
2025-10-21,150366.68,92736.4,10,7,0.0188
2025-10-22,133342.42,77164.28,15,12,0.0245
2025-10-23,148130.5,82404.65,14,16,0.0231
2025-10-24,137625.9,82905.83,8,9,0.0264
2025-10-25,87488.13,48103.4,10,3,0.0235
2025-10-26,85222.65,40770.96,11,4,0.0261
2025-10-27,144492.6,80942.09,12,9,0.0257
2025-10-28,132745.69,75315.28,15,4,0.0261
2025-10-29,123423.8,67862.04,15,8,0.0269
2025-10-30,121708.53,61173.18,6,8,0.021
2025-10-31,137439.35,77284.92,5,11,0.0254
2025-11-01,94068.95,49784.98,13,11,0.0252
2025-11-02,88128.11,44166.43,12,5,0.0261
2025-11-03,136925.22,82123.42,7,4,0.0274
2025-11-04,121342.11,63726.8,13,7,0.0247
2025-11-05,138260.44,74985.23,9,4,0.0194
2025-11-06,155528.46,81467.85,18,13,0.025
2025-11-07,133389.99,69428.21,18,8,0.0272
2025-11-08,96196.01,53605.75,17,4,0.0219
2025-11-09,100255.55,57236.26,19,5,0.0247
2025-11-10,145172.85,79241.13,15,7,0.0236
2025-11-11,134611.83,80071.54,11,11,0.0264
2025-11-12,142972.18,75086.82,11,9,0.0201
2025-11-13,122524.35,72144.41,13,8,0.026
2025-11-14,142361.66,76596.07,10,11,0.0263
2025-11-15,86142.39,48604.23,9,6,0.0262
2025-11-16,83766.42,47532.65,12,2,0.0275
2025-11-17,107533.13,52228.41,10,7,0.0243
2025-11-18,137267.24,74114.54,10,6,0.0254
2025-11-19,150543.97,91062.46,15,8,0.0283
2025-11-20,149072.04,94144.83,16,12,0.0206
2025-11-21,145940.58,80539.52,9,11,0.0195
2025-11-22,77132.49,44885.92,6,3,0.024
2025-11-23,106749.08,56674.26,16,10,0.0276
2025-11-24,148705.87,71295.15,15,9,0.0239
2025-11-25,158438.38,78637.61,16,10,0.0238
2025-11-26,149702.95,84597.38,17,11,0.0267
2025-11-27,144264.7,84563.81,17,5,0.0248
2025-11-28,120478.87,62566.58,13,8,0.0201
2025-11-29,87979.1,49593.09,6,8,0.0288
2025-11-30,86276.58,44156.49,10,1,0.0235
2025-12-01,103599.06,56527.0,9,2,0.0194
2025-12-02,138864.01,74399.04,10,9,0.0248
2025-12-03,125075.28,75698.44,11,7,0.0212
2025-12-04,92508.97,52516.34,7,7,0.022
2025-12-05,142670.86,73842.27,19,9,0.0264
2025-12-06,86961.12,44562.93,11,6,0.0247
2025-12-07,71631.83,39685.34,16,9,0.0231
2025-12-08,127625.58,74123.27,16,12,0.0286
2025-12-09,129582.41,70166.65,15,9,0.024
2025-12-10,149396.45,84172.59,11,11,0.0206
2025-12-11,112497.45,58985.33,7,5,0.0252
2025-12-12,112075.17,57284.19,3,8,0.0301
2025-12-13,79711.83,37632.81,6,7,0.0216
2025-12-14,64301.73,35805.05,9,5,0.0237
2025-12-15,151402.17,84615.55,15,6,0.0239
2025-12-16,134880.88,78617.62,8,5,0.0209
2025-12-17,104948.41,53462.81,16,4,0.0228
2025-12-18,138614.42,87468.99,17,10,0.0276
2025-12-19,119824.99,63274.52,14,8,0.0229
2025-12-20,76300.72,40220.55,11,8,0.0249
2025-12-21,92279.19,48052.17,10,3,0.0236
2025-12-22,137485.32,69223.17,14,10,0.0203
2025-12-23,112606.19,67779.77,3,3,0.0275
2025-12-24,118661.59,64358.12,13,10,0.0237
2025-12-25,125326.43,66081.12,8,7,0.0234
2025-12-26,122211.1,68031.49,10,3,0.0253
2025-12-27,80748.6,43456.93,12,2,0.0267
2025-12-28,87298.86,55488.76,4,5,0.0314
2025-12-29,100153.29,56362.94,10,5,0.0217
2025-12-30,121953.9,79252.08,11,7,0.0232
2025-12-31,129784.0,64756.45,10,8,0.0238
2026-01-01,135557.52,75462.93,10,13,0.0262
2026-01-02,114029.17,66252.75,9,6,0.0254
2026-01-03,85699.47,48340.56,8,9,0.0217
2026-01-04,86910.17,46956.13,8,6,0.029
2026-01-05,108746.3,64402.91,16,10,0.0236
2026-01-06,148714.76,79094.84,10,14,0.0294
2026-01-07,131278.44,62329.04,13,6,0.0262
2026-01-08,145873.18,83448.14,19,10,0.0209
2026-01-09,140858.68,72197.64,13,7,0.0187
2026-01-10,81441.69,40563.32,12,2,0.0267
2026-01-11,70983.36,34623.05,6,5,0.0277
2026-01-12,116997.48,63565.54,16,12,0.028
2026-01-13,0.0,0.0,0,0,0.0
2026-01-14,143336.46,79421.68,11,10,0.0264
2026-01-15,122107.53,73253.37,11,13,0.022
2026-01-16,143601.48,77251.24,23,17,0.0259
2026-01-17,94025.61,51983.79,8,7,0.0216
2026-01-18,73050.7,38478.69,7,4,0.0175
2026-01-19,142273.2,77147.13,12,11,0.0244
2026-01-20,128818.35,65745.37,13,6,0.0249
2026-01-21,133514.1,75296.0,15,13,0.0197
2026-01-22,122231.7,62741.98,13,5,0.0228
2026-01-23,120552.49,61353.93,10,8,0.0235
2026-01-24,74232.88,40671.73,11,6,0.0266
2026-01-25,74453.19,35682.0,5,4,0.0279
2026-01-26,99068.17,57116.33,14,5,0.0227
2026-01-27,109132.46,55966.14,12,8,0.0248
2026-01-28,127610.18,68542.78,8,14,0.0261
2026-01-29,118159.18,62496.49,13,12,0.0235
2026-01-30,125182.25,70080.49,16,5,0.0192
