tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-24,4,1336117.36,1336117.36,197394.63,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,872763.04,872763.04,101054.27,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,2613023.35,2613023.35,294472.96,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,893252.87,893252.87,78328.91,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1209011.79,1209011.79,159745.82,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-28,8,2148547.93,2283491.37,251894.98,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1772657.24,1772657.24,210226.64,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1392782.03,1392782.03,154208.09,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-24,4,1461190.06,1605649.48,205908.64,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-24,4,1944935.93,1944935.93,199602.02,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,3025975.58,3025975.58,289508.18,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-30,10,846132.87,846132.87,83132.33,False
