month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,40,635719.97,152572.79,True,0.1297
2025-08,49,784895.09,94187.41,False,0.1342
2025-09,43,670200.44,160848.11,True,0.1478
2025-10,39,639219.79,76706.37,False,0.1366
2025-11,54,856062.3,205454.95,True,0.1539
2025-12,45,712228.24,170934.78,True,0.1409
2026-01,40,631268.34,151504.4,True,0.1508
2026-02,52,865813.68,207795.28,True,0.1406
2026-03,50,822761.98,197462.88,True,0.1335
2026-04,37,605328.49,145278.84,True,0.1391
2026-05,39,648058.0,155533.92,True,0.1408
2026-06,35,581146.77,139475.22,True,0.1455
