tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1297402.65,1297402.65,116381.01,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-24,4,848256.64,904097.28,118492.46,True
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-24,4,794041.46,794041.46,72513.24,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1072005.89,1072005.89,150542.25,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1417776.7,1417776.7,209068.91,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1376262.6,1461719.72,130610.85,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1215420.77,1215420.77,181654.52,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1035077.89,1035077.89,119179.1,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-28,8,1072910.99,1072910.99,139292.87,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,515842.57,515842.57,67323.96,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,1506572.4,1506572.4,140779.62,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-10,21,640868.82,640868.82,70184.35,False
