month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,14,229415.33,55059.68,True,0.0952
2025-08,15,236566.45,56775.95,True,0.0621
2025-09,18,291675.52,70002.12,True,0.0682
2025-10,19,297741.71,71458.01,True,0.0686
2025-11,15,249751.04,29970.12,False,0.0763
2025-12,16,268657.94,64477.91,True,0.0789
2026-01,18,299620.85,71909.0,True,0.0697
2026-02,14,231089.93,55461.58,True,0.0787
2026-03,17,280173.77,67241.7,True,0.0786
2026-04,12,199065.86,47775.81,True,0.0753
2026-05,18,296691.42,35602.97,False,0.0852
2026-06,14,240984.76,57836.34,True,0.0724
