tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,2569665.14,2569665.14,305236.5,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-29,9,960804.41,960804.41,91832.72,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-09,20,1222030.62,1222030.62,117557.57,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,2172102.55,2172102.55,233359.33,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-26,6,1103270.74,1218769.46,170130.07,True
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-31,11,2403094.7,2403094.7,217116.09,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,832994.03,832994.03,117280.52,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,960024.47,960024.47,135043.14,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-13,23,1292422.17,1292422.17,142180.82,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-06-08,19,1462105.28,1462105.28,179919.74,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-02,12,780869.39,780869.39,105373.2,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-24,4,1698810.36,1698810.36,208058.13,False
