month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,19,306324.34,73517.84,True,0.0944
2025-08,20,316005.14,75841.23,True,0.1012
2025-09,22,362779.51,87067.08,True,0.1092
2025-10,23,377361.64,90566.79,True,0.1111
2025-11,22,365293.51,87670.44,True,0.1044
2025-12,20,321313.69,77115.29,True,0.086
2026-01,20,327539.26,78609.42,True,0.1097
2026-02,21,350830.49,84199.32,True,0.0975
2026-03,20,340134.08,81632.18,True,0.1026
2026-04,20,327435.2,78584.45,True,0.1054
2026-05,17,282860.04,67886.41,True,0.1109
2026-06,19,311770.55,74824.93,True,0.1006
