month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,34,547822.14,131477.31,True,0.0963
2025-08,34,542320.98,130157.04,True,0.1151
2025-09,37,594435.24,71332.23,False,0.1132
2025-10,37,575642.91,138154.3,True,0.1208
2025-11,38,632456.19,75894.74,False,0.1269
2025-12,35,568615.12,136467.63,True,0.1564
2026-01,36,587658.32,141038.0,True,0.1422
2026-02,34,554431.38,133063.53,True,0.1627
2026-03,33,546388.15,131133.16,True,0.1643
2026-04,34,556475.26,133554.06,True,0.184
2026-05,32,515378.98,123690.96,True,0.1906
2026-06,33,552092.73,132502.26,True,0.2017
