month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,31,504459.67,60535.16,False,0.1633
2025-08,29,461231.61,110695.59,True,0.1371
2025-09,35,556768.23,133624.38,True,0.1444
2025-10,38,619380.37,148651.29,True,0.1375
2025-11,38,612359.81,146966.35,True,0.1404
2025-12,34,540272.96,129665.51,True,0.1511
2026-01,31,513044.23,123130.62,True,0.1518
2026-02,37,626165.96,150279.83,True,0.1665
2026-03,28,466771.05,56012.53,False,0.1417
2026-04,29,470930.26,56511.63,False,0.159
2026-05,41,688650.42,82638.05,False,0.1567
2026-06,30,487439.91,116985.58,True,0.1505
