tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,622401.33,622401.33,79180.72,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-01,11,801146.15,801146.15,95031.42,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-01,12,1276226.53,1276226.53,127551.32,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,773132.37,773132.37,86352.58,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-05,16,1051686.59,1051686.59,110840.76,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-30,10,698350.11,698350.11,105810.3,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,730584.56,730584.56,90511.5,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-02,13,1672355.51,1672355.51,129770.81,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-02,12,759995.08,759995.08,99626.36,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-25,5,1877829.08,1877829.08,230261.64,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,658557.1,658557.1,105176.27,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,761074.4,761074.4,115553.45,False
