tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-28,8,1537767.71,1537767.71,198427.18,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-01,11,1540290.46,1540290.46,217493.35,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1123950.2,1067794.44,132781.88,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1450369.06,1450369.06,203149.51,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1611698.63,1611698.63,253829.26,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,1791565.58,1791565.58,210966.21,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-24,4,2617156.69,2617156.69,290757.41,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-28,8,1807853.06,1807853.06,177310.87,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-24,4,1438768.43,1438768.43,203378.8,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-26,6,1097347.35,985706.47,79773.24,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,1687341.35,1687341.35,169116.26,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,1756061.77,1756061.77,266929.3,False
