month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,44,698543.06,83825.17,False,0.0694
2025-08,45,730902.76,175416.66,True,0.0812
2025-09,47,763773.45,91652.81,False,0.0601
2025-10,43,700127.37,168030.57,True,0.062
2025-11,40,649587.4,155900.98,True,0.0808
2025-12,50,814492.67,195478.24,True,0.0835
2026-01,43,710132.09,170431.7,True,0.0792
2026-02,41,691034.15,165848.2,True,0.0809
2026-03,48,762444.47,182986.67,True,0.0773
2026-04,34,566601.6,135984.38,True,0.068
2026-05,44,743801.71,178512.41,True,0.0727
2026-06,59,971351.87,233124.45,True,0.0745
