month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,8,128010.89,30722.61,True,0.0414
2025-08,8,128607.11,30865.71,True,0.0287
2025-09,8,126780.52,30427.32,True,0.0349
2025-10,9,145480.9,34915.42,True,0.0326
2025-11,9,150555.16,36133.24,True,0.0252
2025-12,9,149130.96,35791.43,True,0.034
2026-01,8,134806.74,32353.62,True,0.0292
2026-02,8,129688.91,31125.34,True,0.0263
2026-03,9,146814.54,35235.49,True,0.0306
2026-04,8,137805.6,33073.34,True,0.0229
2026-05,8,128594.27,30862.62,True,0.0431
2026-06,9,148618.09,35668.34,True,0.021
