tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1616907.81,1616907.81,195727.79,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1482688.03,1482688.03,174080.79,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,1494996.23,1494996.23,170472.45,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1657855.11,1657855.11,216005.29,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1774318.4,1774318.4,245666.18,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1785328.06,1785328.06,177567.49,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,1639582.44,1639582.44,218092.31,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1741078.83,1741078.83,241227.4,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1829749.86,1829749.86,162672.81,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1491760.29,1491760.29,193365.55,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1697084.41,1697084.41,281385.26,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1713407.18,1713407.18,225079.28,False
