month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,23,370073.49,88817.64,True,0.0733
2025-08,23,374136.89,89792.85,True,0.0714
2025-09,23,381223.89,91493.73,True,0.0658
2025-10,28,466826.07,112038.26,True,0.076
2025-11,30,486738.2,116817.17,True,0.0759
2025-12,27,428388.78,51406.65,False,0.0745
2026-01,25,392353.54,94164.85,True,0.0824
2026-02,26,427652.65,102636.64,True,0.0705
2026-03,24,414923.8,49790.86,False,0.0877
2026-04,24,402757.6,48330.91,False,0.072
2026-05,23,394629.32,94711.04,True,0.0718
2026-06,25,408945.75,98146.98,True,0.0751
