tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,729315.45,729315.45,66531.54,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,677329.69,677329.69,72824.37,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,760756.39,760756.39,86605.68,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,1001319.61,1001319.61,86499.6,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1137804.45,1137804.45,131611.86,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,824460.82,824460.82,89953.2,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,807760.4,807760.4,85078.15,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-24,4,824216.46,778604.22,101754.16,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,902345.47,902345.47,89921.44,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,743855.7,743855.7,75019.95,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,768892.18,768892.18,90430.78,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,689209.21,689209.21,66653.45,False
