tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1242319.38,1242319.38,165030.83,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1129064.35,1129064.35,135977.78,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1334413.43,1334413.43,154019.61,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1332256.8,1332256.8,184012.04,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1377277.03,1377277.03,181783.04,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1283665.35,1283665.35,173259.33,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1352493.25,1352493.25,132883.29,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1434528.0,1434528.0,143074.74,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1353228.14,1353228.14,163069.63,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1294271.71,1294271.71,146084.79,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1403152.99,1403152.99,143977.14,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1416921.04,1416921.04,190734.05,False
