month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,38,585693.21,140566.37,True,0.0313
2025-08,40,652111.98,156506.88,True,0.01
2025-09,42,684111.09,164186.66,True,0.0365
2025-10,46,772803.85,185472.92,True,0.018
2025-11,47,723298.23,173591.58,True,0.0284
2025-12,43,716357.38,171925.77,True,0.0347
2026-01,43,688761.32,165302.72,True,0.0196
2026-02,46,738184.26,177164.22,True,0.024
2026-03,45,765271.81,91832.62,False,0.0301
2026-04,46,752795.86,90335.5,False,0.0222
2026-05,43,712215.46,170931.71,True,0.0116
2026-06,46,770417.76,184900.26,True,0.0237
