date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,45171.69,34334.79,90,49,0.0228
2025-07-02,61610.87,42392.14,95,54,0.0236
2025-07-03,43805.46,31015.72,97,40,0.03
2025-07-04,48973.6,36543.0,72,40,0.035
2025-07-05,56309.41,44716.91,100,42,0.0313
2025-07-06,57045.64,37755.13,91,48,0.0225
2025-07-07,47152.12,35286.76,81,51,0.0296
2025-07-08,56678.2,42599.05,76,48,0.0263
2025-07-09,48061.43,35726.66,88,42,0.0295
2025-07-10,42709.9,29807.99,90,39,0.0328
2025-07-11,36128.27,24748.24,105,30,0.0287
2025-07-12,71009.62,50041.65,122,73,0.0305
2025-07-13,62063.18,47745.69,100,56,0.0285
2025-07-14,56829.94,39392.34,95,54,0.026
2025-07-15,54023.82,40813.72,71,52,0.0326
2025-07-16,37459.69,27108.57,79,28,0.0296
2025-07-17,51390.8,34141.26,85,41,0.0302
2025-07-18,47312.3,33994.01,87,42,0.0287
2025-07-19,53385.78,40850.94,85,49,0.0292
2025-07-20,75342.99,54844.19,99,58,0.0256
2025-07-21,38871.99,27508.74,86,25,0.022
2025-07-22,53915.08,38794.15,98,39,0.0242
2025-07-23,51819.64,38263.84,89,52,0.0309
2025-07-24,58514.44,40457.52,95,48,0.0298
2025-07-25,58789.98,43958.84,98,56,0.0274
2025-07-26,63635.55,44772.6,93,61,0.0264
2025-07-27,73186.13,52275.69,111,65,0.0217
2025-07-28,52098.0,36182.63,92,44,0.0309
2025-07-29,55253.8,38286.89,99,54,0.0242
2025-07-30,53273.83,40358.92,93,49,0.0287
2025-07-31,42292.98,30916.26,93,45,0.0269
2025-08-01,48120.79,34921.58,76,51,0.0277
2025-08-02,65297.57,50702.52,108,69,0.0277
2025-08-03,88832.88,59966.68,138,74,0.0277
2025-08-04,57813.15,40511.97,90,48,0.0267
2025-08-05,48853.22,34747.02,107,45,0.0332
2025-08-06,58890.71,43044.62,100,56,0.0298
2025-08-07,57675.82,41598.05,81,48,0.0325
2025-08-08,45744.07,33037.48,83,32,0.0325
2025-08-09,54855.24,38503.71,74,55,0.0283
2025-08-10,62507.3,46274.63,88,58,0.0262
2025-08-11,51437.86,36367.41,80,35,0.0299
2025-08-12,55312.91,40559.62,88,46,0.0283
2025-08-13,47148.92,34071.05,87,40,0.0312
2025-08-14,50929.15,38179.07,98,42,0.0325
2025-08-15,0.0,0.0,0,0,0.0
2025-08-16,69200.31,56493.45,99,42,0.0286
2025-08-17,63888.81,49102.85,117,63,0.0328
2025-08-18,41327.52,29174.01,76,29,0.0269
2025-08-19,0.0,0.0,0,0,0.0
2025-08-20,66149.33,45718.85,76,70,0.0263
