month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,21,328586.26,78860.7,True,0.0259
2025-08,19,304272.33,73025.36,True,0.0285
2025-09,22,345660.58,82958.54,True,0.0279
2025-10,22,364065.01,87375.6,True,0.0213
2025-11,24,388479.8,93235.15,True,0.0147
2025-12,23,368321.65,88397.2,True,0.017
2026-01,22,359024.48,86165.88,True,0.0082
2026-02,23,377952.01,90708.48,True,0.0277
2026-03,22,361219.43,86692.66,True,0.027
2026-04,22,362691.03,87045.85,True,0.02
2026-05,23,380995.32,91438.88,True,0.0333
2026-06,22,376586.9,90380.86,True,0.0301
