tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-27,7,1343688.48,1343688.48,124254.79,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1496960.44,1396531.8,213775.9,True
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,1048022.92,1048022.92,132905.91,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,2523258.13,2523258.13,342943.32,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-25,5,1785254.73,1785254.73,205370.0,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-25,5,1919873.28,1919873.28,262550.97,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,2036018.78,2036018.78,254870.54,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1539935.95,1539935.95,195507.73,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,1265921.14,1342191.71,204677.19,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,2397644.33,2397644.33,278383.18,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-27,7,759125.94,759125.94,85453.12,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-02,13,1588783.84,1588783.84,129806.17,False
