month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,34,547260.9,65671.31,False,0.0707
2025-08,37,601693.68,72203.24,False,0.0642
2025-09,30,485797.47,116591.39,True,0.0783
2025-10,31,497958.45,59755.01,False,0.0801
2025-11,40,648045.62,155530.95,True,0.0762
2025-12,36,574647.93,137915.5,True,0.0953
2026-01,29,456790.09,109629.62,True,0.0728
2026-02,33,560910.73,134618.58,True,0.0789
2026-03,40,678843.99,81461.28,False,0.0673
2026-04,40,675138.48,81016.62,False,0.0747
2026-05,40,678506.97,162841.67,True,0.0658
2026-06,41,702525.33,84303.04,False,0.0775
