tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,458907.88,458907.88,61873.08,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,471897.66,471897.66,66716.19,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,472167.49,472167.49,43440.93,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,537312.94,537312.94,56590.85,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,586279.85,586279.85,80785.56,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,514658.17,514658.17,60216.22,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,558533.15,558533.15,64827.25,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,518791.96,518791.96,75764.75,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,545770.45,545770.45,63767.6,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,544951.44,544951.44,51881.21,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,557765.75,557765.75,79549.58,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,526306.85,526306.85,43064.46,False
