month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,40,655071.17,157217.08,True,0.0131
2025-08,42,656120.07,157468.82,True,0.0112
2025-09,42,672306.57,161353.58,True,0.0125
2025-10,46,774222.75,185813.46,True,0.0083
2025-11,45,731281.01,175507.44,True,0.0173
2025-12,42,675653.56,162156.85,True,0.0165
2026-01,43,733138.55,175953.25,True,0.0235
2026-02,43,706819.57,169636.7,True,0.031
2026-03,46,737936.95,177104.87,True,0.0056
2026-04,44,737955.09,177109.22,True,0.0272
2026-05,43,724388.33,173853.2,True,0.0122
2026-06,44,727663.51,174639.24,True,0.0061
