tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1403987.35,1403987.35,155605.27,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-28,8,1525985.42,1525985.42,178629.34,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-24,4,2049232.28,2049232.28,254565.01,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-26,6,1292866.14,1292866.14,131528.71,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,2158659.28,2158659.28,252222.92,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-25,5,1349379.83,1490481.62,167917.08,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,1361670.68,1361670.68,212424.36,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-07,18,1261664.42,1261664.42,180501.16,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-06,16,2949103.5,2949103.5,297662.92,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-27,7,1200466.89,1200466.89,144812.56,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-01,11,1238188.85,1238188.85,138773.96,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-24,4,1772805.01,1867177.85,251789.98,True
