tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,501401.7,501401.7,72091.71,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,523177.59,523177.59,56733.4,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,554648.1,554648.1,69267.26,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,590770.1,590770.1,62882.08,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,620573.99,620573.99,74242.4,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,607644.02,607644.02,66140.95,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,552549.24,552549.24,61481.4,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,623449.27,623449.27,56919.02,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,636887.81,636887.81,76812.08,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,606559.03,606559.03,71666.23,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,567636.63,567636.63,77734.85,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,611603.1,611603.1,74832.82,False
